Source,Target,Weight
SANSA,TOMMEN,4
STYR,THENN_WARG,4
AERYS,TYRION,3
ALLISER_THORNE,OLLY,3
ALLISER_THORNE,QHORIN,3
ANYA_WAYNWOOD,LYSA,3
ARYA,CATELYN,3
ARYA,HOT_PIE,3
ARYA,JOFFREY,3
ARYA,NED,3
ARYA,PODRICK,3
ARYA,SANSA,3
BAELOR,TYWIN,3
BALON_DWARF,RENLY_DWARF,3
BOLTON_GUARD,FIRST_MATE,3
BRAN,CRASTERS_BABY,3
BRAN,NED,3
BRAN,RAMSAY,3
BRIENNE,SELWYN,3
BRONN,ELLARIA,3
BRONN,LOLLYS,3
BRONN,MOUNTAIN,3
BRONN,SHAE,3
CATELYN,HOSTER,3
CATELYN,JAIME,3
CATELYN,TYRION,3
CERSEI,NED,3
CERSEI,OLENNA,3
CERSEI,PODRICK,3
CERSEI,ROBERT,3
COOPER,DONNEL_HILL,3
CRASTER,JOJEN,3
CRASTER,MEERA,3
CRASTER,SAM,3
CRASTERS_BABY,MEERA,3
DAENERYS,MANSERVANT,3
DONNEL_WAYNWOOD,HOUND,3
DORAN,TYRION,3
EDDISON_TOLLETT,OLLY,3
ELLARIA,JOFFREY,3
ELLARIA,LORAS,3
GILLY,TORMUND,3
GUYMON,OLLYS_MOTHER,3
HODOR,LEAF,3
HODOR,RAST,3
HOSTER,LYSA,3
HOUND,INNKEEPER,3
HOUND,SYRIO_FOREL,3
INNKEEPER,POLLIVER,3
JAIME,MERYN_TRANT,3
JAIME,OLENNA,3
JAIME,STANNIS,3
JOFFREY,LORAS,3
JOFFREY,MOUNTAIN,3
JOFFREY,RENLY,3
JOFFREY,ROBB_DWARF,3
JOFFREY,STANNIS,3
JOFFREY_DWARF,SANSA,3
JOFFREY_DWARF,STANNIS_DWARF,3
JOJEN,LEAF,3
JOJEN,THREE_EYED_RAVEN,3
JON,OTHELL_YARWYCK,3
LITTLEFINGER,TYRION,3
LORAS,TYRION,3
MACE,OLENNA,3
MAG_THE_MIGHTY,MANCE,3
MAG_THE_MIGHTY,SAM,3
MEEREEN_SLAVE,MOSSADOR,3
MOLES_TOWN_MADAM,MOLES_TOWN_WHORE,3
NED,TYRION,3
OLENNA,SANSA,3
OLENNA,TOMMEN,3
OLLY,PYP,3
OLLY,TORMUND,3
PODRICK,TYWIN,3
PODRICK,VARYS,3
PYCELLE,SANSA,3
PYP,TORMUND,3
ROBB,SANSA,3
ROBERT,TYWIN,3
STANNIS,TOMMEN,3
THENN_WARG,TORMUND,3
THENN_WARG,YGRITTE,3
VANCE_CORBRAY,YOHN_ROYCE,3
ADRACK_HUMBLE,RALF,2
AERYS,CERSEI,2
ALLISER_THORNE,CRASTER,2
ALLISER_THORNE,YGRITTE,2
ANYA_WAYNWOOD,ROBIN,2
ANYA_WAYNWOOD,VANCE_CORBRAY,2
ARYA,DONNEL_WAYNWOOD,2
ARYA,INNKEEPER,2
ARYA,INNKEEPERS_DAUGHTER,2
ARYA,JAIME,2
ARYA,JAQEN,2
ARYA,LOMMY,2
ARYA,LYSA,2
ARYA,MERYN_TRANT,2
ARYA,SYRIO_FOREL,2
ARYA,TOMMY,2
AXELL_FLORENT,DAVOS,2
AXELL_FLORENT,STANNIS,2
BAELOR,HIGH_SEPTON,2
BAELOR,JOFFREY,2
BAELOR,TYRION,2
BALON,ROOSE_BOLTON,2
BALON_DWARF,JOFFREY,2
BARRISTAN,CERSEI,2
BARRISTAN,GOATHERD,2
BARRISTAN,JOFFREY,2
BARRISTAN,VARYS,2
BITER,HOUND,2
BITER,RORGE,2
BOROS,JAIME,2
BRAN,RICKON,2
BRAN,SAM,2
BRIENNE,BRONN,2
BRIENNE,LORAS,2
BRIENNE,NED,2
BRONN,CERSEI,2
BRONN,FALYSE,2
BRONN,MORGANS_FRIEND,2
BRONN,TYWIN,2
BRONN,VARYS,2
CATELYN,JOFFREY,2
CATELYN,JON_ARRYN,2
CERSEI,ELIA,2
CERSEI,FOOL,2
CERSEI,JOANNA,2
CERSEI,JOFFREY_DWARF,2
CERSEI,MERYN_TRANT,2
CERSEI,ROBB_DWARF,2
CRASTER,CRASTERS_BABY,2
CRASTER,HODOR,2
CRASTER,MANCE,2
CRASTERS_BABY,HODOR,2
CRASTERS_BABY,JOJEN,2
CRASTERS_BABY,KARL_TANNER,2
CRASTERS_BABY,NIGHT_KING,2
CRASTERS_BABY,WHITE_WALKER,2
DAENERYS,DROGO,2
DAENERYS,MASTER_MIGHDAL,2
DAENERYS,RHAEGAR,2
DAENERYS,VARYS,2
DAENERYS,VISERYS,2
DAVOS,EDDISON_TOLLETT,2
DAVOS,GRENN,2
DAVOS,MAESTER_AEMON,2
DAVOS,SAM,2
DONGO_THE_GIANT,JON,2
DONNEL_HILL,MAG_THE_MIGHTY,2
DORAN,OBERYN,2
DORNISH_LORD,OBERYN,2
DROGO,RHAEGAR,2
EDDISON_TOLLETT,MAESTER_AEMON,2
EDDISON_TOLLETT,MELISANDRE,2
EDDISON_TOLLETT,SELYSE,2
EDDISON_TOLLETT,SHIREEN,2
EDDISON_TOLLETT,STANNIS,2
ELLARIA,MACE,2
ELLARIA,MARGAERY,2
ELLARIA,MORGANS_FRIEND,2
ELLARIA,SANSA,2
ELLARIA,VARYS,2
FENNESZ,MISSANDEI,2
FOOL,JOFFREY,2
FOOL,TYWIN,2
GILLY,MOLES_TOWN_MADAM,2
GOATHERD,GOATHERDS_SON,2
GOATHERD,GREY_WORM,2
GOATHERD,JORAH,2
GRENN,MAESTER_AEMON,2
GRENN,MELISANDRE,2
GRENN,SELYSE,2
GRENN,SHIREEN,2
GRENN,STANNIS,2
GRENN,YGRITTE,2
GREY_WORM,MOSSADOR,2
GUYMON,STYR,2
GUYMON,YGRITTE,2
HIGH_SEPTON,MACE,2
HIZDAHR,JORAH,2
HODOR,NED,2
HODOR,THREE_EYED_RAVEN,2
HOSTER,JON_ARRYN,2
HOSTER,LITTLEFINGER,2
HOUND,INNKEEPERS_DAUGHTER,2
HOUND,LOMMY,2
HOUND,MERYN_TRANT,2
HOUND,MOUNTAIN,2
HOUND,TOMMY,2
HOUND,VARYS,2
INNKEEPER,TOMMY,2
JAIME,JOANNA,2
JAIME,NED,2
JAIME,PYCELLE,2
JANOS,LITTLE_SAM,2
JANOS,LOCKE,2
JANOS,OTHELL_YARWYCK,2
JANOS,PYP,2
JEOR,JON,2
JEOR,KARL_TANNER,2
JOFFREY,LYSA,2
JOFFREY,MERYN_TRANT,2
JOFFREY,RENLY_DWARF,2
JOFFREY,ROBB,2
JOFFREY,STANNIS_DWARF,2
JOFFREY,VARYS,2
JOFFREY_DWARF,MARGAERY,2
JOFFREY_DWARF,RENLY_DWARF,2
JOFFREY_DWARF,TYRION,2
JOJEN,JON,2
JOJEN,LOCKE,2
JOJEN,RAST,2
JON,MELISANDRE,2
JON,QHORIN,2
JON,SELYSE,2
JON,SHIREEN,2
JON_ARRYN,ROBIN,2
JORAH,MEEREEN_CHAMPION,2
JORAH,VARYS,2
LEAF,THREE_EYED_RAVEN,2
LITTLE_SAM,MOLES_TOWN_MADAM,2
LITTLE_SAM,PYP,2
LITTLEFINGER,TYWIN,2
LITTLEFINGER,VANCE_CORBRAY,2
LOCKE,MEERA,2
LOCKE,MORAG,2
LOCKE,RAST,2
LOCKE,ROOSE_BOLTON,2
LOCKE,SAM,2
LOCKE,SISSY,2
LOLLYS,TYRION,2
LORAS,OLENNA,2
LORAS,RENLY_DWARF,2
LORAS,SANSA,2
LORAS,STANNIS_DWARF,2
LUTHOR,VIOLA,2
MACE,MOUNTAIN,2
MACE,PODRICK,2
MAESTER_AEMON,MELISANDRE,2
MAESTER_AEMON,OLLY,2
MAESTER_AEMON,PYP,2
MAESTER_AEMON,SELYSE,2
MAESTER_AEMON,SHIREEN,2
MAESTER_AEMON,STANNIS,2
MAREI,MORGAN,2
MAREI,SHAE,2
MAREI,TYRION,2
MARGAERY,PYCELLE,2
MARGAERY,ROBB_DWARF,2
MEERA,NED,2
MEERA,RAST,2
MELISANDRE,SAM,2
MERYN_TRANT,SYRIO_FOREL,2
MERYN_TRANT,THEON,2
MISSANDEI,ZALA,2
MOLES_TOWN_WHORE,SAM,2
MORGANS_FRIEND,TYRION,2
MOUNTAIN,POLLIVER,2
MOUNTAIN,SHAE,2
MUSICIAN,OLENNA,2
MYRCELLA,OBERYN,2
NED,ROBERT,2
NED,STANNIS,2
NED,YOHN_ROYCE,2
NIGHT_KING,WHITE_WALKER,2
OLENNA,VIOLA,2
OLLYS_MOTHER,STYR,2
OLLYS_MOTHER,TORMUND,2
OLLYS_MOTHER,YGRITTE,2
ORYS,ORYS_BROTHER,2
ORYS,TYWIN,2
ORYS_BROTHER,TYWIN,2
PODRICK,SHAE,2
POLLIVER,TOMMY,2
RALF,ROOSE_BOLTON,2
RAMSAY,RICKON,2
RAMSAY,ROBB,2
RANDYLL,SAM,2
RENLY_DWARF,ROBB_DWARF,2
ROBB,TYRION,2
ROBB_DWARF,SANSA,2
ROBB_DWARF,TYRION,2
ROBIN,TYRION,2
SAM,SELYSE,2
SAM,SHIREEN,2
SAM,STANNIS,2
SANSA,VANCE_CORBRAY,2
SANSA,VARYS,2
SANSA,WAYMAR_ROYCE,2
STANNIS,TYWIN,2
TOMMEN,TYCHO,2
TOMMEN,VARYS,2
TYCHO,TYWIN,2
ARYA,JAQEN,148
JORAH,TYRION,141
BRONN,JAIME,121
TYRION,VARYS,110
DAENERYS,TYRION,98
CERSEI,HIGH_SPARROW,96
BRIENNE,PODRICK,90
JON,STANNIS,90
LITTLEFINGER,SANSA,89
JON,SAM,85
GILLY,SAM,83
DAARIO,DAENERYS,81
MARGAERY,TOMMEN,79
SANSA,THEON,77
DAENERYS,HIZDAHR,69
DAVOS,STANNIS,68
JON,TORMUND,63
CERSEI,TOMMEN,62
JAIME,MYRCELLA,58
MYRANDA,SANSA,58
RAMSAY,THEON,58
MELISANDRE,STANNIS,52
RAMSAY,ROOSE_BOLTON,51
RAMSAY,SANSA,51
CERSEI,LITTLEFINGER,50
ARYA,WAIF,48
SHIREEN,STANNIS,47
CERSEI,MARGAERY,46
CERSEI,QYBURN,41
JON,OLLY,41
CERSEI,JAIME,40
DAENERYS,JORAH,40
JON,MELISANDRE,39
BARRISTAN,DAENERYS,38
DAVOS,JON,35
DAVOS,SHIREEN,35
BRONN,TYENE,34
DORAN,ELLARIA,33
JON,MANCE,33
ALLISER_THORNE,JON,32
JAQEN,WAIF,32
HIGH_SPARROW,OLENNA,30
LORAS,MARGAERY,30
OLLY,SAM,30
GREY_WORM,MISSANDEI,29
CERSEI,MACE,28
DAENERYS,MOSSADOR,28
JON,KARSI,28
MYRANDA,RAMSAY,28
AREO,DORAN,27
BRIENNE,LITTLEFINGER,27
DAARIO,TYRION,27
CERSEI,OLENNA,26
DAARIO,HIZDAHR,24
DORAN,JAIME,24
MYRCELLA,TRYSTANE,24
SAM,STANNIS,24
DAENERYS,MISSANDEI,22
LITTLEFINGER,ROOSE_BOLTON,22
CERSEI,KEVAN,21
HIGH_SPARROW,LORAS,21
CERSEI,MAGGY,20
DAARIO,GREY_WORM,20
JANOS,JON,20
SELYSE,SHIREEN,20
AREO,BRONN,19
ELLARIA,JAIME,19
KARSI,TORMUND,19
TYCHO,MACE,19
AREO,JAIME,18
CERSEI,LANCEL,18
CERSEI,PYCELLE,18
GILLY,SHIREEN,18
JON,MAESTER_AEMON,18
SELYSE,STANNIS,18
BLACK_HAIRED_PROSTITUTE,TYRION,17
DAARIO,JORAH,17
HIGH_SPARROW,MARGAERY,17
MAESTER_AEMON,SAM,17
MALKO,TYRION,17
ARYA,MERYN_TRANT,16
DAARIO,MISSANDEI,16
JAIME,TRYSTANE,16
JON,LOBODA,16
LITTLEFINGER,OLENNA,16
MISSANDEI,TYRION,16
ROOSE_BOLTON,SANSA,16
AREO,ELLARIA,15
AREO,MYRCELLA,15
BRIENNE,SANSA,15
CERSEI,LORAS,15
LORAS,OLYVAR,15
ALLISER_THORNE,SAM,14
BRONN,LOLLYS,14
CERSEI,SEPTA_UNELLA,14
DAENERYS,GREY_WORM,14
LANCEL,LITTLEFINGER,14
LITTLEFINGER,RAMSAY,14
MANCE,STANNIS,14
MARGAERY,OLENNA,14
NYMERIA,TYENE,14
ARYA,THIN_MAN,13
CERSEI,HIGH_SEPTON,13
CERSEI,MERYN_TRANT,13
DAVOS,MELISANDRE,13
HIZDAHR,TYRION,13
MELISANDRE,SELYSE,13
MYRANDA,THEON,13
BRONN,DORNISH_RIDER,12
CERSEI,MELARA,12
CERSEI,TYWIN,12
EDDISON_TOLLETT,JON,12
JORAH,MALKO,12
LORD_OF_BONES,TORMUND,12
BRAND,DERRYK,11
ELLARIA,OBARA,11
ELLARIA,TYENE,11
HIGH_SEPTON,OLYVAR,11
JAQEN,THIN_MAN,11
DAVOS,OLLY,10
ELLARIA,MYRCELLA,10
OLLY,STANNIS,10
PYCELLE,QYBURN,10
BRIENNE,STANNIS,9
BRONN,MYRCELLA,9
DAENERYS,VARYS,9
DAVOS,SELYSE,9
DORAN,MYRCELLA,9
DORAN,TRYSTANE,9
HIGH_SPARROW,OLYVAR,9
JORAH,MISSANDEI,9
LITTLEFINGER,ROYCE,9
LORAS,OLENNA,9
LORAS,TOMMEN,9
MACE,QYBURN,9
MELISANDRE,SHIREEN,9
RAMSAY,WALDA,9
ALLISER_THORNE,OLLY,8
AREO,TRYSTANE,8
BRIENNE,RENLY,8
GILLY,LITTLE_SAM,8
HIGH_SPARROW,TOMMEN,8
HIZDAHR,MISSANDEI,8
JANOS,SAM,8
KARSI,LOBODA,8
LANCEL,LORAS,8
ROOSE_BOLTON,THEON,8
SANSA,WALDA,8
TYRION,TYWIN,8
AREO,OBARA,7
BARRISTAN,DAARIO,7
BRONN,OBARA,7
CATELYN,SANSA,7
CERSEI,MYRCELLA,7
DERRYK,SAM,7
GILLY,OLLY,7
GREY_WORM,JORAH,7
HIZDAHR,MOSSADOR,7
MACE,MERYN_TRANT,7
MACE,PYCELLE,7
MARGAERY,OLYVAR,7
OWNER,TYRION,7
PODRICK,SANSA,7
RAMSAY,STANNIS,7
ALLISER_THORNE,JANOS,6
BRAND,SAM,6
BRONN,DORAN,6
BRONN,TRYSTANE,6
CERSEI,TYRION,6
DAARIO,MOSSADOR,6
EDDISON_TOLLETT,SAM,6
ELLARIA,OBERYN,6
GILLY,JON,6
GILLY,SELYSE,6
HIGH_SEPTON,LANCEL,6
HIGH_SEPTON,QYBURN,6
JAIME,TYWIN,6
JON,SELYSE,6
JORAH,VARYS,6
LITTLE_SAM,SAM,6
MADAME,MERYN_TRANT,6
MANCE,TORMUND,6
MYRANDA,WALDA,6
MYRCELLA,OBARA,6
NYMERIA,OBARA,6
OBARA,TYENE,6
ROOSE_BOLTON,WALDA,6
ALLISER_THORNE,STANNIS,5
BRAN,RICKON,5
BRAN,THEON,5
BRIENNE,CATELYN,5
BRONN,NYMERIA,5
CATELYN,LITTLEFINGER,5
CERSEI,ROBERT,5
DAENERYS,OWNER,5
DERRYK,GILLY,5
DORAN,OBERYN,5
EDDISON_TOLLETT,OLLY,5
ELLARIA,NYMERIA,5
HIGH_SEPTON,MACE,5
JON,LORD_OF_BONES,5
KEVAN,TOMMEN,5
LITTLEFINGER,STANNIS,5
MELISANDRE,SAM,5
NED,STANNIS,5
PODRICK,STANNIS,5
RICKON,THEON,5
SAM,SELYSE,5
ALLISER_THORNE,DAVOS,4
ALLISER_THORNE,EDDISON_TOLLETT,4
ALLISER_THORNE,MAESTER_AEMON,4
ALLISER_THORNE,TORMUND,4
AREO,NYMERIA,4
AREO,TYENE,4
ARYA,MACE,4
BARRISTAN,MOSSADOR,4
CERSEI,OLYVAR,4
CERSEI,ROOSE_BOLTON,4
CERSEI,VARYS,4
DORNISH_RIDER,JAIME,4
EDDISON_TOLLETT,STANNIS,4
ELLARIA,TRYSTANE,4
GILLY,MAESTER_AEMON,4
GILLY,STANNIS,4
HIGH_SEPTON,HIGH_SPARROW,4
HIGH_SPARROW,RENLY,4
HIGH_SPARROW,ROBERT,4
HIZDAHR,JORAH,4
JAIME,TYENE,4
JON,NIGHT_KING,4
JORAH,OWNER,4
LITTLEFINGER,ROBIN,4
LITTLEFINGER,THEON,4
LOBODA,TORMUND,4
MERYN_TRANT,QYBURN,4
MYRANDA,ROOSE_BOLTON,4
QUICK,STRONG,4
ROBERT,STANNIS,4
ROOSE_BOLTON,STANNIS,4
ROOSE_BOLTON,TYWIN,4
SAM,SHIREEN,4
SANSA,YOHN_ROYCE,4
THEON,WALDA,4
AEGON,MAESTER_AEMON,3
AERYS,DAENERYS,3
ARYA,NED,3
ARYA,TYCHO,3
BARRISTAN,GREY_WORM,3
BARRISTAN,RHAEGAR,3
BRAN,SANSA,3
CERSEI,JOFFREY,3
CERSEI,OBERYN,3
CERSEI,SANSA,3
DORAN,TOMMEN,3
EDDISON_TOLLETT,JANOS,3
GILLY,JANOS,3
GREY_WORM,MOSSADOR,3
GREY_WORM,TYRION,3
JAIME,LOLLYS,3
JAIME,OBARA,3
JAIME,TYRION,3
JAIME,VARYS,3
JANOS,OLLY,3
JANOS,STANNIS,3
JEOR,JON,3
JOFFREY,MARGAERY,3
JOFFREY,TOMMEN,3
JON,OTHELL_YARWYCK,3
JON,ROBB,3
KEVAN,LANCEL,3
KEVAN,PYCELLE,3
KEVAN,QYBURN,3
LITTLE_SAM,OLLY,3
LITTLEFINGER,LYANNA,3
LITTLEFINGER,LYSA,3
LITTLEFINGER,NED,3
LITTLEFINGER,PODRICK,3
LITTLEFINGER,YOHN_ROYCE,3
LORD_WEEBLY,SAM,3
LYANNA,SANSA,3
MANCE,MELISANDRE,3
NED,ROBERT,3
NED,SANSA,3
OBARA,OBERYN,3
PODRICK,RENLY,3
PODRICK,TYRION,3
RICKON,SANSA,3
ROYCE,SANSA,3
SANSA,STANNIS,3
SHAE,TYRION,3
SHAE,TYWIN,3
STANNIS,TORMUND,3
AEGON,RHAENYRA,2
AERYS,BARRISTAN,2
ALLISER_THORNE,DENYS,2
ALLISER_THORNE,MANCE,2
ARYA,MADAME,2
ARYA,MOUNTAIN,2
ARYA,SANSA,2
ARYA,WALDER,2
BARRISTAN,HIZDAHR,2
BRIAN,JON,2
BRIENNE,ROBERT,2
BRIENNE,SELWYN,2
BRONN,CERSEI,2
BRONN,FALYSE,2
CATELYN,NED,2
CATELYN,ROBB,2
CERSEI,ELLARIA,2
CERSEI,JORAH,2
CERWYN,RAMSAY,2
DAARIO,QUICK,2
DAARIO,STRONG,2
DAENERYS,QUICK,2
DAENERYS,ROBERT,2
DAENERYS,STRONG,2
DAVOS,EDDISON_TOLLETT,2
DAVOS,SAM,2
DORAN,OBARA,2
DORAN,TYENE,2
EDDISON_TOLLETT,GILLY,2
EDDISON_TOLLETT,LITTLE_SAM,2
EDDISON_TOLLETT,PYP,2
EDDISON_TOLLETT,TORMUND,2
GILLY,MELISANDRE,2
GRENN,PYP,2
HIGH_SEPTON,PYCELLE,2
HIGH_SPARROW,MERYN_TRANT,2
HIGH_SPARROW,SEPTA_UNELLA,2
HIZDAHR,OWNER,2
HIZDAHR,QUICK,2
HIZDAHR,STRONG,2
JAIME,LITTLEFINGER,2
JAIME,NYMERIA,2
JAIME,TOMMEN,2
JAQEN,MACE,2
JAQEN,MERYN_TRANT,2
JEOR,SAM,2
JOFFREY,RENLY,2
JOFFREY,ROBERT,2
JOFFREY,SANSA,2
JOFFREY,TYRION,2
JOFFREY,TYWIN,2
JON,LITTLE_SAM,2
JON,LORD_WEEBLY,2
JON,ROOSE_BOLTON,2
JON,SHIREEN,2
JORAH,MOSSADOR,2
KARSI,NIGHT_KING,2
KEVAN,TYWIN,2
LANCEL,OLYVAR,2
LANCEL,PYCELLE,2
LITTLE_SAM,MELISANDRE,2
LITTLE_SAM,STANNIS,2
LITTLEFINGER,LORAS,2
LITTLEFINGER,MYRANDA,2
LITTLEFINGER,OLYVAR,2
LITTLEFINGER,RENLY,2
LITTLEFINGER,ROBB,2
LITTLEFINGER,TOMMEN,2
LITTLEFINGER,WALDA,2
LOLLYS,TANDA,2
LORAS,TYWIN,2
LYANNA_MORMONT,STANNIS,2
MACE,MERYN_TRANT,2
MACE,THIN_MAN,2
MACE,TOMMEN,2
MAESTER_WOLKAN,ROOSE_BOLTON,2
MAGGY,MELARA,2
MAGGY,ROBERT,2
MAGNAR,SAM,2
MANCE,SAM,2
MARGAERY,ROBERT,2
MELISANDRE,OLLY,2
MERYN_TRANT,MOUNTAIN,2
MERYN_TRANT,THIN_MAN,2
MOSSADOR,TYRION,2
NED,THEON,2
OLENNA,OLYVAR,2
OLYVAR,TOMMEN,2
PYCELLE,VARYS,2
QUICK,TYRION,2
RANDYLL,SAM,2
RHAEGAR,ROBERT,2
ROBB,SANSA,2
ROBB,THEON,2
ROBERT,TYWIN,2
ROBERT,VARYS,2
ROBIN,ROYCE,2
ROBIN,SANSA,2
STANNIS,STEFFON,2
STRONG,TYRION,2
THIN_MAN,WAIF,2
TOMMEN,TYWIN,2
TYCHO,JAQEN,2
TYCHO,MERYN_TRANT,2
TYCHO,THIN_MAN,2
JON,SANSA,151
MISSANDEI,TYRION,88
TYRION,VARYS,86
ARYA,JAQEN,83
DAVOS,MELISANDRE,82
GREY_WORM,TYRION,81
DAVOS,JON,80
GILLY,SAM,80
BRAN,THREE_EYED_RAVEN,76
HIGH_SPARROW,MARGAERY,76
THEON,YARA,72
DAENERYS,TYRION,69
CERSEI,JAIME,66
ARYA,LADY_CRANE,64
DAARIO,JORAH,60
LITTLEFINGER,SANSA,57
DAARIO,DAENERYS,54
JON,MELISANDRE,54
JON,TORMUND,54
BRAN,MEERA,51
BRIENNE,JAIME,50
DAVOS,TORMUND,50
HIGH_SPARROW,TOMMEN,49
ARYA,WAIF,48
CERSEI,TOMMEN,48
EDDISON_TOLLETT,JON,48
BRIENNE,SANSA,46
GREY_WORM,MISSANDEI,44
HOUND,RAY,41
MARGAERY,OLENNA,40
HODOR,MEERA,39
BRAN,HODOR,38
DAVOS,SANSA,38
RAMSAY,SANSA,37
BRONN,JAIME,36
JAIME,TOMMEN,36
MARGAERY,TOMMEN,36
BRYNDEN,JAIME,35
DAENERYS,KHAL_MORO,34
RAMSAY,SMALLJON,34
HIGH_SPARROW,JAIME,33
LORAS,MARGAERY,33
BRIENNE,BRYNDEN,32
EDMURE,JAIME,31
JON,RAMSAY,30
BENJEN,BRAN,29
CERSEI,OLENNA,29
CERSEI,QYBURN,29
LYANNA,NED,29
SANSA,THEON,29
DAVOS,EDDISON_TOLLETT,28
BRIENNE,PODRICK,27
BERIC,HOUND,26
HOUND,THOROS,25
RAMSAY,ROOSE_BOLTON,25
JON,LYANNA_MORMONT,24
SANSA,TORMUND,24
BALON,YARA,23
OSHA,RAMSAY,23
ALLISER_THORNE,DAVOS,22
HIGH_SPARROW,LORAS,22
BRONN,PODRICK,21
CAMELLO,LADY_CRANE,21
DAENERYS,JORAH,21
EDDISON_TOLLETT,TORMUND,21
GREY_WORM,VARYS,21
LITTLE_SAM,SAM,21
MARGAERY,SEPTA_UNELLA,21
MELESSA,SAM,21
BRAN,NED,20
JAQEN,WAIF,20
RAMSAY,WALDA,20
BRAN,LEAF,19
JAIME,WALDER,19
JON,ROBETT,19
ARYA,WALDER,18
CERSEI,KEVAN,18
DAENERYS,YARA,18
GILLY,LITTLE_SAM,18
BALON,EURON,17
DAVOS,LYANNA_MORMONT,17
EURON,YARA,17
BIANCA,LADY_CRANE,16
BOBONO,LADY_CRANE,16
CERSEI,PYCELLE,16
EURON,THEON,16
IZEMBARO,LADY_CRANE,16
LITTLEFINGER,YOHN_ROYCE,16
MISSANDEI,VARYS,16
TYRION,YEZZAN,16
BLACK_WALDER,LOTHAR,15
BLACK_WALDER,WALDER,15
CERSEI,HIGH_SPARROW,15
CERSEI,LANCEL,15
DAENERYS,LHAZAREEN_WOMAN,15
DAENERYS,THEON,15
GILLY,MELESSA,15
HODOR,THREE_EYED_RAVEN,15
KINVARA,TYRION,15
LITTLEFINGER,ROBIN,15
BLACK_WALDER,JAIME,14
CERSEI,MARGAERY,14
RANDYLL,SAM,14
VALA,VARYS,14
ALLISER_THORNE,JON,13
BIANCA,IZEMBARO,13
JAIME,LOTHAR,13
JON,WUN_WUN,13
LEAF,MEERA,13
MAESTER_CITADEL,SAM,13
PODRICK,SANSA,13
PYCELLE,QYBURN,13
RAMSAY,RICKON,13
THEON,TYRION,13
ARTHUR,NED,12
BENJEN,MEERA,12
BRAN,NIGHT_KING,12
CERSEI,SEPTA_UNELLA,12
JAIME,KEVAN,12
LYANNA_MORMONT,SANSA,12
MAESTER_WOLKAN,RAMSAY,12
MELESSA,TALLA,12
MELISANDRE,TORMUND,12
NED,SANSA,12
TORMUND,WUN_WUN,12
ALLISER_THORNE,EDDISON_TOLLETT,11
BRIENNE,DAVOS,11
BRYNDEN,EDMURE,11
CLARENZO,LADY_CRANE,11
DAENERYS,MISSANDEI,11
DICKON,SAM,11
EDDISON_TOLLETT,MELISANDRE,11
EDDISON_TOLLETT,SANSA,11
JOFFREY,LADY_CRANE,11
LEM,RAY,11
MACE,OLENNA,11
MEERA,THREE_EYED_RAVEN,11
MELESSA,RANDYLL,11
NED,THREE_EYED_RAVEN,11
RAMSAY,SON_OFWALDA,11
ARYA,BIANCA,10
BENJEN,NED,10
BIANCA,BOBONO,10
BOBONO,CLARENZO,10
BRIENNE,JON,10
BRIENNE,MELISANDRE,10
GREY_WORM,YEZZAN,10
HIGH_SPARROW,SEPTA_UNELLA,10
JAIME,OLENNA,10
JON,NED,10
MELISANDRE,SANSA,10
PYCELLE,TOMMEN,10
RAZDAL,TYRION,10
SON_OFWALDA,WALDA,10
AERON,YARA,9
ALLISER_THORNE,TORMUND,9
ARYA,IZEMBARO,9
BLACK_WALDER,EDMURE,9
BOBONO,IZEMBARO,9
BRIENNE,EDDISON_TOLLETT,9
BRIENNE,TORMUND,9
CLARENZO,IZEMBARO,9
DAVOS,STANNIS,9
DAVOS,WUN_WUN,9
ELLARIA,OLENNA,9
GATINS,HOUND,9
HODOR,LEAF,9
JON,RICKON,9
LOTHAR,WALDER,9
MACE,MARGAERY,9
NYMERIA,OBARA,9
AERON,EURON,8
BENJEN,LYANNA,8
BERIC,THOROS,8
BIANCA,CLARENZO,8
DAENERYS,DOSH_KHALEEN_LEADER,8
DAENERYS,GREY_WORM,8
DAENERYS,VARYS,8
DAVOS,RAMSAY,8
DORAN,ELLARIA,8
DOSH_KHALEEN_LEADER,LHAZAREEN_WOMAN,8
GILLY,RANDYLL,8
GILLY,TALLA,8
HIGH_SPARROW,LANCEL,8
JAIME,MACE,8
JAIME,MARGAERY,8
JON,LITTLEFINGER,8
JON,SMALLJON,8
KINVARA,VARYS,8
LEAF,THREE_EYED_RAVEN,8
MYRANDA,RAMSAY,8
QYBURN,TOMMEN,8
RAMSAY,RICKARD_KARSTARK,8
RAMSAY,TORMUND,8
SAM,TALLA,8
ALLISER_THORNE,OLLY,7
BELICHO,TYRION,7
BENJEN,THREE_EYED_RAVEN,7
BOBONO,CAMELLO,7
EDMURE,GUARD_CAPTAIN,7
GLOVER,JON,7
GREY_WORM,RAZDAL,7
JAIME,QYBURN,7
KEVAN,OLENNA,7
KEVAN,TOMMEN,7
LORAS,TOMMEN,7
LYANNA_MORMONT,MAESTER_MORMONT,7
MEERA,NIGHT_KING,7
MISSANDEI,RAZDAL,7
MISSANDEI,YEZZAN,7
NYMERIA,TRYSTANE,7
OBARA,OLENNA,7
OLENNA,SEPTA_UNELLA,7
RAZDAL,YEZZAN,7
RICKON,SANSA,7
ROBETT,SANSA,7
ROBIN,YOHN_ROYCE,7
ROOSE_BOLTON,SANSA,7
