Source,Target,weight,book
Robert-Baratheon,Tyrion-Lannister,18,1
Robert-Baratheon,Tywin-Lannister,13,1
Robert-Baratheon,Varys,36,1
Robert-Baratheon,Vayon-Poole,3,1
Robert-Baratheon,Viserys-Targaryen,7,1
Rodrik-Cassel,Theon-Greyjoy,6,1
Rodrik-Cassel,Tyrion-Lannister,10,1
Rodrik-Cassel,Willis-Wode,7,1
Roose-Bolton,Tywin-Lannister,4,1
Sandor-Clegane,Sansa-Stark,23,1
Sandor-Clegane,Tyrion-Lannister,5,1
Sansa-Stark,Stannis-Baratheon,3,1
Sansa-Stark,Tomard,3,1
Sansa-Stark,Tyrion-Lannister,3,1
Sansa-Stark,Varys,4,1
Shae,Tyrion-Lannister,12,1
Shagga,Timett,4,1
Shagga,Tyrion-Lannister,17,1
Shagga,Ulf-son-of-Umar,4,1
Stannis-Baratheon,Tywin-Lannister,4,1
Stannis-Baratheon,Varys,5,1
Stevron-Frey,Walder-Frey,3,1
Theon-Greyjoy,Tyrion-Lannister,3,1
Theon-Greyjoy,Tywin-Lannister,3,1
Theon-Greyjoy,Walder-Frey,4,1
Timett,Tyrion-Lannister,3,1
Tommen-Baratheon,Tyrion-Lannister,3,1
Tyrion-Lannister,Tywin-Lannister,40,1
Tyrion-Lannister,Vardis-Egen,9,1
Tyrion-Lannister,Varys,3,1
Tyrion-Lannister,Willis-Wode,4,1
Tyrion-Lannister,Yoren,10,1
Tywin-Lannister,Varys,4,1
Tywin-Lannister,Walder-Frey,8,1
Waymar-Royce,Will-(prologue),18,1
